MCS_value, Channel_width_MHz,  short_GI, Throughput_Mbits_per_s,  Distance_m,Protocol
2,		20 , 		1,		0 , 		99,tcp
2,		40 , 		0,		0 , 		99,tcp
2,		40 , 		1,		0 , 		99,tcp
3,		20 , 		0,		0 , 		99,tcp
3,		20 , 		1,		0 , 		99,tcp
3,		40 , 		0,		0 , 		99,tcp
3,		40 , 		1,		0 , 		99,tcp
4,		20 , 		0,		0 , 		99,tcp
4,		20 , 		1,		0 , 		99,tcp
4,		40 , 		0,		0 , 		99,tcp
4,		40 , 		1,		0 , 		99,tcp
5,		20 , 		0,		0 , 		99,tcp
5,		20 , 		1,		0 , 		99,tcp
5,		40 , 		0,		0 , 		99,tcp
5,		40 , 		1,		0 , 		99,tcp
6,		20 , 		0,		0 , 		99,tcp
6,		20 , 		1,		0 , 		99,tcp
6,		40 , 		0,		0 , 		99,tcp
6,		40 , 		1,		0 , 		99,tcp
7,		20 , 		0,		0 , 		99,tcp
7,		20 , 		1,		0 , 		99,tcp
7,		40 , 		0,		0 , 		99,tcp
7,		40 , 		1,		0 , 		99,tcp
0,		20 , 		0,		5.33096 , 		100,tcp
0,		20 , 		1,		5.86961 , 		100,tcp
0,		40 , 		0,		0 , 		100,tcp
0,		40 , 		1,		0 , 		100,tcp
1,		20 , 		0,		0 , 		100,tcp
1,		20 , 		1,		0 , 		100,tcp
1,		40 , 		0,		0 , 		100,tcp
1,		40 , 		1,		0 , 		100,tcp
2,		20 , 		0,		0 , 		100,tcp
2,		20 , 		1,		0 , 		100,tcp
2,		40 , 		0,		0 , 		100,tcp
2,		40 , 		1,		0 , 		100,tcp
3,		20 , 		0,		0 , 		100,tcp
3,		20 , 		1,		0 , 		100,tcp
3,		40 , 		0,		0 , 		100,tcp
3,		40 , 		1,		0 , 		100,tcp
4,		20 , 		0,		0 , 		100,tcp
4,		20 , 		1,		0 , 		100,tcp
4,		40 , 		0,		0 , 		100,tcp
4,		40 , 		1,		0 , 		100,tcp
5,		20 , 		0,		0 , 		100,tcp
5,		20 , 		1,		0 , 		100,tcp
5,		40 , 		0,		0 , 		100,tcp
5,		40 , 		1,		0 , 		100,tcp
6,		20 , 		0,		0 , 		100,tcp
6,		20 , 		1,		0 , 		100,tcp
6,		40 , 		0,		0 , 		100,tcp
6,		40 , 		1,		0 , 		100,tcp
7,		20 , 		0,		0 , 		100,tcp
7,		20 , 		1,		0 , 		100,tcp
7,		40 , 		0,		0 , 		100,tcp
7,		40 , 		1,		0 , 		100,tcp
0,		20 , 		0,		5.33096 , 		101,tcp
0,		20 , 		1,		5.86498 , 		101,tcp
0,		40 , 		0,		0 , 		101,tcp
0,		40 , 		1,		0 , 		101,tcp
1,		20 , 		0,		0 , 		101,tcp
1,		20 , 		1,		0 , 		101,tcp
1,		40 , 		0,		0 , 		101,tcp
1,		40 , 		1,		0 , 		101,tcp
2,		20 , 		0,		0 , 		101,tcp
2,		20 , 		1,		0 , 		101,tcp
2,		40 , 		0,		0 , 		101,tcp
2,		40 , 		1,		0 , 		101,tcp
3,		20 , 		0,		0 , 		101,tcp
3,		20 , 		1,		0 , 		101,tcp
3,		40 , 		0,		0 , 		101,tcp
3,		40 , 		1,		0 , 		101,tcp
4,		20 , 		0,		0 , 		101,tcp
4,		20 , 		1,		0 , 		101,tcp
4,		40 , 		0,		0 , 		101,tcp
4,		40 , 		1,		0 , 		101,tcp
5,		20 , 		0,		0 , 		101,tcp
5,		20 , 		1,		0 , 		101,tcp
5,		40 , 		0,		0 , 		101,tcp
5,		40 , 		1,		0 , 		101,tcp
6,		20 , 		0,		0 , 		101,tcp
6,		20 , 		1,		0 , 		101,tcp
6,		40 , 		0,		0 , 		101,tcp
6,		40 , 		1,		0 , 		101,tcp
7,		20 , 		0,		0 , 		101,tcp
7,		20 , 		1,		0 , 		101,tcp
7,		40 , 		0,		0 , 		101,tcp
7,		40 , 		1,		0 , 		101,tcp
0,		20 , 		0,		5.28462 , 		102,tcp
0,		20 , 		1,		5.91479 , 		102,tcp
0,		40 , 		0,		0 , 		102,tcp
0,		40 , 		1,		0 , 		102,tcp
1,		20 , 		0,		0 , 		102,tcp
1,		20 , 		1,		0 , 		102,tcp
1,		40 , 		0,		0 , 		102,tcp
1,		40 , 		1,		0 , 		102,tcp
2,		20 , 		0,		0 , 		102,tcp
2,		20 , 		1,		0 , 		102,tcp
2,		40 , 		0,		0 , 		102,tcp
2,		40 , 		1,		0 , 		102,tcp
3,		20 , 		0,		0 , 		102,tcp
3,		20 , 		1,		0 , 		102,tcp
3,		40 , 		0,		0 , 		102,tcp
3,		40 , 		1,		0 , 		102,tcp
4,		20 , 		0,		0 , 		102,tcp
4,		20 , 		1,		0 , 		102,tcp
4,		40 , 		0,		0 , 		102,tcp
4,		40 , 		1,		0 , 		102,tcp
5,		20 , 		0,		0 , 		102,tcp
5,		20 , 		1,		0 , 		102,tcp
5,		40 , 		0,		0 , 		102,tcp
5,		40 , 		1,		0 , 		102,tcp
6,		20 , 		0,		0 , 		102,tcp
6,		20 , 		1,		0 , 		102,tcp
6,		40 , 		0,		0 , 		102,tcp
6,		40 , 		1,		0 , 		102,tcp
7,		20 , 		0,		0 , 		102,tcp
7,		20 , 		1,		0 , 		102,tcp
7,		40 , 		0,		0 , 		102,tcp
7,		40 , 		1,		0 , 		102,tcp
0,		20 , 		0,		5.30779 , 		103,tcp
0,		20 , 		1,		5.95533 , 		103,tcp
0,		40 , 		0,		0 , 		103,tcp
0,		40 , 		1,		0 , 		103,tcp
1,		20 , 		0,		0 , 		103,tcp
1,		20 , 		1,		0 , 		103,tcp
1,		40 , 		0,		0 , 		103,tcp
1,		40 , 		1,		0 , 		103,tcp
2,		20 , 		0,		0 , 		103,tcp
2,		20 , 		1,		0 , 		103,tcp
2,		40 , 		0,		0 , 		103,tcp
2,		40 , 		1,		0 , 		103,tcp
3,		20 , 		0,		0 , 		103,tcp
3,		20 , 		1,		0 , 		103,tcp
3,		40 , 		0,		0 , 		103,tcp
3,		40 , 		1,		0 , 		103,tcp
4,		20 , 		0,		0 , 		103,tcp
4,		20 , 		1,		0 , 		103,tcp
4,		40 , 		0,		0 , 		103,tcp
4,		40 , 		1,		0 , 		103,tcp
5,		20 , 		0,		0 , 		103,tcp
5,		20 , 		1,		0 , 		103,tcp
5,		40 , 		0,		0 , 		103,tcp
5,		40 , 		1,		0 , 		103,tcp
6,		20 , 		0,		0 , 		103,tcp
6,		20 , 		1,		0 , 		103,tcp
6,		40 , 		0,		0 , 		103,tcp
6,		40 , 		1,		0 , 		103,tcp
7,		20 , 		0,		0 , 		103,tcp
7,		20 , 		1,		0 , 		103,tcp
7,		40 , 		0,		0 , 		103,tcp
7,		40 , 		1,		0 , 		103,tcp
0,		20 , 		0,		5.28694 , 		104,tcp
0,		20 , 		1,		5.82907 , 		104,tcp
0,		40 , 		0,		0 , 		104,tcp
0,		40 , 		1,		0 , 		104,tcp
1,		20 , 		0,		0 , 		104,tcp
1,		20 , 		1,		0 , 		104,tcp
1,		40 , 		0,		0 , 		104,tcp
1,		40 , 		1,		0 , 		104,tcp
2,		20 , 		0,		0 , 		104,tcp
2,		20 , 		1,		0 , 		104,tcp
2,		40 , 		0,		0 , 		104,tcp
2,		40 , 		1,		0 , 		104,tcp
3,		20 , 		0,		0 , 		104,tcp
3,		20 , 		1,		0 , 		104,tcp
3,		40 , 		0,		0 , 		104,tcp
3,		40 , 		1,		0 , 		104,tcp
4,		20 , 		0,		0 , 		104,tcp
4,		20 , 		1,		0 , 		104,tcp
4,		40 , 		0,		0 , 		104,tcp
4,		40 , 		1,		0 , 		104,tcp
5,		20 , 		0,		0 , 		104,tcp
5,		20 , 		1,		0 , 		104,tcp
5,		40 , 		0,		0 , 		104,tcp
5,		40 , 		1,		0 , 		104,tcp
6,		20 , 		0,		0 , 		104,tcp
6,		20 , 		1,		0 , 		104,tcp
6,		40 , 		0,		0 , 		104,tcp
6,		40 , 		1,		0 , 		104,tcp
7,		20 , 		0,		0 , 		104,tcp
7,		20 , 		1,		0 , 		104,tcp
7,		40 , 		0,		0 , 		104,tcp
7,		40 , 		1,		0 , 		104,tcp
0,		20 , 		0,		5.36223 , 		105,tcp
0,		20 , 		1,		5.76536 , 		105,tcp
0,		40 , 		0,		0 , 		105,tcp
0,		40 , 		1,		0 , 		105,tcp
1,		20 , 		0,		0 , 		105,tcp
1,		20 , 		1,		0 , 		105,tcp
1,		40 , 		0,		0 , 		105,tcp
1,		40 , 		1,		0 , 		105,tcp
2,		20 , 		0,		0 , 		105,tcp
2,		20 , 		1,		0 , 		105,tcp
2,		40 , 		0,		0 , 		105,tcp
2,		40 , 		1,		0 , 		105,tcp
3,		20 , 		0,		0 , 		105,tcp
3,		20 , 		1,		0 , 		105,tcp
3,		40 , 		0,		0 , 		105,tcp
3,		40 , 		1,		0 , 		105,tcp
4,		20 , 		0,		0 , 		105,tcp
4,		20 , 		1,		0 , 		105,tcp
4,		40 , 		0,		0 , 		105,tcp
4,		40 , 		1,		0 , 		105,tcp
5,		20 , 		0,		0 , 		105,tcp
5,		20 , 		1,		0 , 		105,tcp
5,		40 , 		0,		0 , 		105,tcp
5,		40 , 		1,		0 , 		105,tcp
6,		20 , 		0,		0 , 		105,tcp
6,		20 , 		1,		0 , 		105,tcp
6,		40 , 		0,		0 , 		105,tcp
6,		40 , 		1,		0 , 		105,tcp
7,		20 , 		0,		0 , 		105,tcp
7,		20 , 		1,		0 , 		105,tcp
7,		40 , 		0,		0 , 		105,tcp
7,		40 , 		1,		0 , 		105,tcp
0,		20 , 		0,		5.19195 , 		106,tcp
0,		20 , 		1,		5.80706 , 		106,tcp
0,		40 , 		0,		0 , 		106,tcp
0,		40 , 		1,		0 , 		106,tcp
1,		20 , 		0,		0 , 		106,tcp
1,		20 , 		1,		0 , 		106,tcp
1,		40 , 		0,		0 , 		106,tcp
1,		40 , 		1,		0 , 		106,tcp
2,		20 , 		0,		0 , 		106,tcp
2,		20 , 		1,		0 , 		106,tcp
2,		40 , 		0,		0 , 		106,tcp
2,		40 , 		1,		0 , 		106,tcp
3,		20 , 		0,		0 , 		106,tcp
3,		20 , 		1,		0 , 		106,tcp
3,		40 , 		0,		0 , 		106,tcp
3,		40 , 		1,		0 , 		106,tcp
4,		20 , 		0,		0 , 		106,tcp
4,		20 , 		1,		0 , 		106,tcp
4,		40 , 		0,		0 , 		106,tcp
4,		40 , 		1,		0 , 		106,tcp
5,		20 , 		0,		0 , 		106,tcp
5,		20 , 		1,		0 , 		106,tcp
5,		40 , 		0,		0 , 		106,tcp
5,		40 , 		1,		0 , 		106,tcp
6,		20 , 		0,		0 , 		106,tcp
6,		20 , 		1,		0 , 		106,tcp
6,		40 , 		0,		0 , 		106,tcp
6,		40 , 		1,		0 , 		106,tcp
7,		20 , 		0,		0 , 		106,tcp
7,		20 , 		1,		0 , 		106,tcp
7,		40 , 		0,		0 , 		106,tcp
7,		40 , 		1,		0 , 		106,tcp
0,		20 , 		0,		5.1572 , 		107,tcp
0,		20 , 		1,		5.71439 , 		107,tcp
0,		40 , 		0,		0 , 		107,tcp
0,		40 , 		1,		0 , 		107,tcp
1,		20 , 		0,		0 , 		107,tcp
1,		20 , 		1,		0 , 		107,tcp
1,		40 , 		0,		0 , 		107,tcp
1,		40 , 		1,		0 , 		107,tcp
2,		20 , 		0,		0 , 		107,tcp
2,		20 , 		1,		0 , 		107,tcp
2,		40 , 		0,		0 , 		107,tcp
2,		40 , 		1,		0 , 		107,tcp
3,		20 , 		0,		0 , 		107,tcp
3,		20 , 		1,		0 , 		107,tcp
3,		40 , 		0,		0 , 		107,tcp
3,		40 , 		1,		0 , 		107,tcp
4,		20 , 		0,		0 , 		107,tcp
4,		20 , 		1,		0 , 		107,tcp
4,		40 , 		0,		0 , 		107,tcp
4,		40 , 		1,		0 , 		107,tcp
5,		20 , 		0,		0 , 		107,tcp
5,		20 , 		1,		0 , 		107,tcp
5,		40 , 		0,		0 , 		107,tcp
5,		40 , 		1,		0 , 		107,tcp
6,		20 , 		0,		0 , 		107,tcp
6,		20 , 		1,		0 , 		107,tcp
6,		40 , 		0,		0 , 		107,tcp
6,		40 , 		1,		0 , 		107,tcp
7,		20 , 		0,		0 , 		107,tcp
7,		20 , 		1,		0 , 		107,tcp
7,		40 , 		0,		0 , 		107,tcp
7,		40 , 		1,		0 , 		107,tcp
0,		20 , 		0,		5.12129 , 		108,tcp
0,		20 , 		1,		5.55337 , 		108,tcp
0,		40 , 		0,		0 , 		108,tcp
0,		40 , 		1,		0 , 		108,tcp
1,		20 , 		0,		0 , 		108,tcp
1,		20 , 		1,		0 , 		108,tcp
1,		40 , 		0,		0 , 		108,tcp
1,		40 , 		1,		0 , 		108,tcp
2,		20 , 		0,		0 , 		108,tcp
2,		20 , 		1,		0 , 		108,tcp
2,		40 , 		0,		0 , 		108,tcp
2,		40 , 		1,		0 , 		108,tcp
3,		20 , 		0,		0 , 		108,tcp
3,		20 , 		1,		0 , 		108,tcp
3,		40 , 		0,		0 , 		108,tcp
3,		40 , 		1,		0 , 		108,tcp
4,		20 , 		0,		0 , 		108,tcp
4,		20 , 		1,		0 , 		108,tcp
4,		40 , 		0,		0 , 		108,tcp
4,		40 , 		1,		0 , 		108,tcp
5,		20 , 		0,		0 , 		108,tcp
5,		20 , 		1,		0 , 		108,tcp
5,		40 , 		0,		0 , 		108,tcp
5,		40 , 		1,		0 , 		108,tcp
6,		20 , 		0,		0 , 		108,tcp
6,		20 , 		1,		0 , 		108,tcp
6,		40 , 		0,		0 , 		108,tcp
6,		40 , 		1,		0 , 		108,tcp
7,		20 , 		0,		0 , 		108,tcp
7,		20 , 		1,		0 , 		108,tcp
7,		40 , 		0,		0 , 		108,tcp
7,		40 , 		1,		0 , 		108,tcp
0,		20 , 		0,		4.93478 , 		109,tcp
0,		20 , 		1,		5.4132 , 		109,tcp
0,		40 , 		0,		0 , 		109,tcp
0,		40 , 		1,		0 , 		109,tcp
1,		20 , 		0,		0 , 		109,tcp
1,		20 , 		1,		0 , 		109,tcp
1,		40 , 		0,		0 , 		109,tcp
1,		40 , 		1,		0 , 		109,tcp
2,		20 , 		0,		0 , 		109,tcp
2,		20 , 		1,		0 , 		109,tcp
2,		40 , 		0,		0 , 		109,tcp
2,		40 , 		1,		0 , 		109,tcp
3,		20 , 		0,		0 , 		109,tcp
3,		20 , 		1,		0 , 		109,tcp
3,		40 , 		0,		0 , 		109,tcp
3,		40 , 		1,		0 , 		109,tcp
4,		20 , 		0,		0 , 		109,tcp
4,		20 , 		1,		0 , 		109,tcp
4,		40 , 		0,		0 , 		109,tcp
4,		40 , 		1,		0 , 		109,tcp
5,		20 , 		0,		0 , 		109,tcp
5,		20 , 		1,		0 , 		109,tcp
5,		40 , 		0,		0 , 		109,tcp
5,		40 , 		1,		0 , 		109,tcp
6,		20 , 		0,		0 , 		109,tcp
6,		20 , 		1,		0 , 		109,tcp
6,		40 , 		0,		0 , 		109,tcp
6,		40 , 		1,		0 , 		109,tcp
7,		20 , 		0,		0 , 		109,tcp
7,		20 , 		1,		0 , 		109,tcp
7,		40 , 		0,		0 , 		109,tcp
7,		40 , 		1,		0 , 		109,tcp
0,		20 , 		0,		4.61391 , 		110,tcp
0,		20 , 		1,		4.66372 , 		110,tcp
0,		40 , 		0,		0 , 		110,tcp
0,		40 , 		1,		0 , 		110,tcp
1,		20 , 		0,		0 , 		110,tcp
1,		20 , 		1,		0 , 		110,tcp
1,		40 , 		0,		0 , 		110,tcp
1,		40 , 		1,		0 , 		110,tcp
2,		20 , 		0,		0 , 		110,tcp
2,		20 , 		1,		0 , 		110,tcp
2,		40 , 		0,		0 , 		110,tcp
2,		40 , 		1,		0 , 		110,tcp
3,		20 , 		0,		0 , 		110,tcp
3,		20 , 		1,		0 , 		110,tcp
3,		40 , 		0,		0 , 		110,tcp
3,		40 , 		1,		0 , 		110,tcp
4,		20 , 		0,		0 , 		110,tcp
4,		20 , 		1,		0 , 		110,tcp
4,		40 , 		0,		0 , 		110,tcp
4,		40 , 		1,		0 , 		110,tcp
5,		20 , 		0,		0 , 		110,tcp
5,		20 , 		1,		0 , 		110,tcp
5,		40 , 		0,		0 , 		110,tcp
5,		40 , 		1,		0 , 		110,tcp
6,		20 , 		0,		0 , 		110,tcp
6,		20 , 		1,		0 , 		110,tcp
6,		40 , 		0,		0 , 		110,tcp
6,		40 , 		1,		0 , 		110,tcp
7,		20 , 		0,		0 , 		110,tcp
7,		20 , 		1,		0 , 		110,tcp
7,		40 , 		0,		0 , 		110,tcp
7,		40 , 		1,		0 , 		110,tcp
0,		20 , 		0,		4.28724 , 		111,tcp
0,		20 , 		1,		4.81431 , 		111,tcp
0,		40 , 		0,		0 , 		111,tcp
0,		40 , 		1,		0 , 		111,tcp
1,		20 , 		0,		0 , 		111,tcp
1,		20 , 		1,		0 , 		111,tcp
1,		40 , 		0,		0 , 		111,tcp
1,		40 , 		1,		0 , 		111,tcp
2,		20 , 		0,		0 , 		111,tcp
2,		20 , 		1,		0 , 		111,tcp
2,		40 , 		0,		0 , 		111,tcp
2,		40 , 		1,		0 , 		111,tcp
3,		20 , 		0,		0 , 		111,tcp
3,		20 , 		1,		0 , 		111,tcp
3,		40 , 		0,		0 , 		111,tcp
3,		40 , 		1,		0 , 		111,tcp
4,		20 , 		0,		0 , 		111,tcp
4,		20 , 		1,		0 , 		111,tcp
4,		40 , 		0,		0 , 		111,tcp
4,		40 , 		1,		0 , 		111,tcp
5,		20 , 		0,		0 , 		111,tcp
5,		20 , 		1,		0 , 		111,tcp
5,		40 , 		0,		0 , 		111,tcp
5,		40 , 		1,		0 , 		111,tcp
6,		20 , 		0,		0 , 		111,tcp
6,		20 , 		1,		0 , 		111,tcp
6,		40 , 		0,		0 , 		111,tcp
6,		40 , 		1,		0 , 		111,tcp
7,		20 , 		0,		0 , 		111,tcp
7,		20 , 		1,		0 , 		111,tcp
7,		40 , 		0,		0 , 		111,tcp
7,		40 , 		1,		0 , 		111,tcp
0,		20 , 		0,		3.83778 , 		112,tcp
0,		20 , 		1,		4.2687 , 		112,tcp
0,		40 , 		0,		0 , 		112,tcp
0,		40 , 		1,		0 , 		112,tcp
1,		20 , 		0,		0 , 		112,tcp
1,		20 , 		1,		0 , 		112,tcp
1,		40 , 		0,		0 , 		112,tcp
1,		40 , 		1,		0 , 		112,tcp
2,		20 , 		0,		0 , 		112,tcp
2,		20 , 		1,		0 , 		112,tcp
2,		40 , 		0,		0 , 		112,tcp
2,		40 , 		1,		0 , 		112,tcp
3,		20 , 		0,		0 , 		112,tcp
3,		20 , 		1,		0 , 		112,tcp
3,		40 , 		0,		0 , 		112,tcp
3,		40 , 		1,		0 , 		112,tcp
4,		20 , 		0,		0 , 		112,tcp
4,		20 , 		1,		0 , 		112,tcp
4,		40 , 		0,		0 , 		112,tcp
4,		40 , 		1,		0 , 		112,tcp
5,		20 , 		0,		0 , 		112,tcp
5,		20 , 		1,		0 , 		112,tcp
5,		40 , 		0,		0 , 		112,tcp
5,		40 , 		1,		0 , 		112,tcp
6,		20 , 		0,		0 , 		112,tcp
6,		20 , 		1,		0 , 		112,tcp
6,		40 , 		0,		0 , 		112,tcp
6,		40 , 		1,		0 , 		112,tcp
7,		20 , 		0,		0 , 		112,tcp
7,		20 , 		1,		0 , 		112,tcp
7,		40 , 		0,		0 , 		112,tcp
7,		40 , 		1,		0 , 		112,tcp
0,		20 , 		0,		3.2134 , 		113,tcp
0,		20 , 		1,		3.64085 , 		113,tcp
0,		40 , 		0,		0 , 		113,tcp
0,		40 , 		1,		0 , 		113,tcp
1,		20 , 		0,		0 , 		113,tcp
1,		20 , 		1,		0 , 		113,tcp
1,		40 , 		0,		0 , 		113,tcp
1,		40 , 		1,		0 , 		113,tcp
2,		20 , 		0,		0 , 		113,tcp
2,		20 , 		1,		0 , 		113,tcp
2,		40 , 		0,		0 , 		113,tcp
2,		40 , 		1,		0 , 		113,tcp
3,		20 , 		0,		0 , 		113,tcp
3,		20 , 		1,		0 , 		113,tcp
3,		40 , 		0,		0 , 		113,tcp
3,		40 , 		1,		0 , 		113,tcp
4,		20 , 		0,		0 , 		113,tcp
4,		20 , 		1,		0 , 		113,tcp
4,		40 , 		0,		0 , 		113,tcp
4,		40 , 		1,		0 , 		113,tcp
5,		20 , 		0,		0 , 		113,tcp
5,		20 , 		1,		0 , 		113,tcp
5,		40 , 		0,		0 , 		113,tcp
5,		40 , 		1,		0 , 		113,tcp
6,		20 , 		0,		0 , 		113,tcp
6,		20 , 		1,		0 , 		113,tcp
6,		40 , 		0,		0 , 		113,tcp
6,		40 , 		1,		0 , 		113,tcp
7,		20 , 		0,		0 , 		113,tcp
7,		20 , 		1,		0 , 		113,tcp
7,		40 , 		0,		0 , 		113,tcp
7,		40 , 		1,		0 , 		113,tcp
0,		20 , 		0,		2.5647 , 		114,tcp
0,		20 , 		1,		2.77089 , 		114,tcp
0,		40 , 		0,		0 , 		114,tcp
0,		40 , 		1,		0 , 		114,tcp
1,		20 , 		0,		0 , 		114,tcp
1,		20 , 		1,		0 , 		114,tcp
1,		40 , 		0,		0 , 		114,tcp
1,		40 , 		1,		0 , 		114,tcp
2,		20 , 		0,		0 , 		114,tcp
2,		20 , 		1,		0 , 		114,tcp
2,		40 , 		0,		0 , 		114,tcp
2,		40 , 		1,		0 , 		114,tcp
3,		20 , 		0,		0 , 		114,tcp
3,		20 , 		1,		0 , 		114,tcp
3,		40 , 		0,		0 , 		114,tcp
3,		40 , 		1,		0 , 		114,tcp
4,		20 , 		0,		0 , 		114,tcp
4,		20 , 		1,		0 , 		114,tcp
4,		40 , 		0,		0 , 		114,tcp
4,		40 , 		1,		0 , 		114,tcp
5,		20 , 		0,		0 , 		114,tcp
5,		20 , 		1,		0 , 		114,tcp
5,		40 , 		0,		0 , 		114,tcp
5,		40 , 		1,		0 , 		114,tcp
6,		20 , 		0,		0 , 		114,tcp
6,		20 , 		1,		0 , 		114,tcp
6,		40 , 		0,		0 , 		114,tcp
6,		40 , 		1,		0 , 		114,tcp
7,		20 , 		0,		0 , 		114,tcp
7,		20 , 		1,		0 , 		114,tcp
7,		40 , 		0,		0 , 		114,tcp
7,		40 , 		1,		0 , 		114,tcp
0,		20 , 		0,		1.81985 , 		115,tcp
0,		20 , 		1,		1.95075 , 		115,tcp
0,		40 , 		0,		0 , 		115,tcp
0,		40 , 		1,		0 , 		115,tcp
1,		20 , 		0,		0 , 		115,tcp
1,		20 , 		1,		0 , 		115,tcp
1,		40 , 		0,		0 , 		115,tcp
1,		40 , 		1,		0 , 		115,tcp
2,		20 , 		0,		0 , 		115,tcp
2,		20 , 		1,		0 , 		115,tcp
2,		40 , 		0,		0 , 		115,tcp
2,		40 , 		1,		0 , 		115,tcp
3,		20 , 		0,		0 , 		115,tcp
3,		20 , 		1,		0 , 		115,tcp
3,		40 , 		0,		0 , 		115,tcp
3,		40 , 		1,		0 , 		115,tcp
4,		20 , 		0,		0 , 		115,tcp
4,		20 , 		1,		0 , 		115,tcp
4,		40 , 		0,		0 , 		115,tcp
4,		40 , 		1,		0 , 		115,tcp
5,		20 , 		0,		0 , 		115,tcp
5,		20 , 		1,		0 , 		115,tcp
5,		40 , 		0,		0 , 		115,tcp
5,		40 , 		1,		0 , 		115,tcp
6,		20 , 		0,		0 , 		115,tcp
6,		20 , 		1,		0 , 		115,tcp
6,		40 , 		0,		0 , 		115,tcp
6,		40 , 		1,		0 , 		115,tcp
7,		20 , 		0,		0 , 		115,tcp
7,		20 , 		1,		0 , 		115,tcp
7,		40 , 		0,		0 , 		115,tcp
7,		40 , 		1,		0 , 		115,tcp
0,		20 , 		0,		0.0220096 , 		116,tcp
0,		20 , 		1,		0.196928 , 		116,tcp
0,		40 , 		0,		0 , 		116,tcp
0,		40 , 		1,		0 , 		116,tcp
1,		20 , 		0,		0 , 		116,tcp
1,		20 , 		1,		0 , 		116,tcp
1,		40 , 		0,		0 , 		116,tcp
1,		40 , 		1,		0 , 		116,tcp
2,		20 , 		0,		0 , 		116,tcp
2,		20 , 		1,		0 , 		116,tcp
2,		40 , 		0,		0 , 		116,tcp
2,		40 , 		1,		0 , 		116,tcp
3,		20 , 		0,		0 , 		116,tcp
3,		20 , 		1,		0 , 		116,tcp
3,		40 , 		0,		0 , 		116,tcp
3,		40 , 		1,		0 , 		116,tcp
4,		20 , 		0,		0 , 		116,tcp
4,		20 , 		1,		0 , 		116,tcp
4,		40 , 		0,		0 , 		116,tcp
4,		40 , 		1,		0 , 		116,tcp
5,		20 , 		0,		0 , 		116,tcp
5,		20 , 		1,		0 , 		116,tcp
5,		40 , 		0,		0 , 		116,tcp
5,		40 , 		1,		0 , 		116,tcp
6,		20 , 		0,		0 , 		116,tcp
6,		20 , 		1,		0 , 		116,tcp
6,		40 , 		0,		0 , 		116,tcp
6,		40 , 		1,		0 , 		116,tcp
7,		20 , 		0,		0 , 		116,tcp
7,		20 , 		1,		0 , 		116,tcp
7,		40 , 		0,		0 , 		116,tcp
7,		40 , 		1,		0 , 		116,tcp
0,		20 , 		0,		0.0254848 , 		117,tcp
0,		20 , 		1,		0.0150592 , 		117,tcp
0,		40 , 		0,		0 , 		117,tcp
0,		40 , 		1,		0 , 		117,tcp
1,		20 , 		0,		0 , 		117,tcp
1,		20 , 		1,		0 , 		117,tcp
1,		40 , 		0,		0 , 		117,tcp
1,		40 , 		1,		0 , 		117,tcp
2,		20 , 		0,		0 , 		117,tcp
2,		20 , 		1,		0 , 		117,tcp
2,		40 , 		0,		0 , 		117,tcp
2,		40 , 		1,		0 , 		117,tcp
3,		20 , 		0,		0 , 		117,tcp
3,		20 , 		1,		0 , 		117,tcp
3,		40 , 		0,		0 , 		117,tcp
3,		40 , 		1,		0 , 		117,tcp
4,		20 , 		0,		0 , 		117,tcp
4,		20 , 		1,		0 , 		117,tcp
4,		40 , 		0,		0 , 		117,tcp
4,		40 , 		1,		0 , 		117,tcp
5,		20 , 		0,		0 , 		117,tcp
5,		20 , 		1,		0 , 		117,tcp
5,		40 , 		0,		0 , 		117,tcp
5,		40 , 		1,		0 , 		117,tcp
6,		20 , 		0,		0 , 		117,tcp
6,		20 , 		1,		0 , 		117,tcp
6,		40 , 		0,		0 , 		117,tcp
6,		40 , 		1,		0 , 		117,tcp
7,		20 , 		0,		0 , 		117,tcp
7,		20 , 		1,		0 , 		117,tcp
7,		40 , 		0,		0 , 		117,tcp
7,		40 , 		1,		0 , 		117,tcp
0,		20 , 		0,		0.0034752 , 		118,tcp
0,		20 , 		1,		0 , 		118,tcp
0,		40 , 		0,		0 , 		118,tcp
0,		40 , 		1,		0 , 		118,tcp
1,		20 , 		0,		0 , 		118,tcp
1,		20 , 		1,		0 , 		118,tcp
1,		40 , 		0,		0 , 		118,tcp
1,		40 , 		1,		0 , 		118,tcp
2,		20 , 		0,		0 , 		118,tcp
2,		20 , 		1,		0 , 		118,tcp
2,		40 , 		0,		0 , 		118,tcp
2,		40 , 		1,		0 , 		118,tcp
3,		20 , 		0,		0 , 		118,tcp
3,		20 , 		1,		0 , 		118,tcp
3,		40 , 		0,		0 , 		118,tcp
3,		40 , 		1,		0 , 		118,tcp
4,		20 , 		0,		0 , 		118,tcp
4,		20 , 		1,		0 , 		118,tcp
4,		40 , 		0,		0 , 		118,tcp
4,		40 , 		1,		0 , 		118,tcp
5,		20 , 		0,		0 , 		118,tcp
5,		20 , 		1,		0 , 		118,tcp
5,		40 , 		0,		0 , 		118,tcp
5,		40 , 		1,		0 , 		118,tcp
6,		20 , 		0,		0 , 		118,tcp
6,		20 , 		1,		0 , 		118,tcp
6,		40 , 		0,		0 , 		118,tcp
6,		40 , 		1,		0 , 		118,tcp
7,		20 , 		0,		0 , 		118,tcp
